company,site,permit,activity_reference,is_shellfishery,is_bathing_beach,spill_duration,spill_count,reporting_coverage_pct,comments
Southern Water,CHESTNUT AVENUE EASTLEIGH WPS,A202/H/89,Storm,,,0.84,2.0,99.75,A00202
Southern Water,CHESTNUT AVENUE EASTLEIGH WPS,A202/H/89,Emergency,,,0.0,0.0,99.75,A00202
Southern Water,CHESTNUT WALK BEXHILL WPS,A1143/S/01,Storm,,,179.47,30.0,99.93,A01143
Southern Water,CHESTNUT WALK BEXHILL WPS,PP(A)38/357/S164/79,Emergency,,,10.12,1.0,99.93,W00334
Southern Water,CHICHESTER ROAD BOGNOR CSO,A482/S/89,Storm,,,19.6,4.0,98.54,A00482
Southern Water,CHICHESTER WTW,COPA/5847 ,Settled Storm,,,94.13,17.0,99.73,W00137
Southern Water,CHICHESTER WTW,COPA/5847,Settled Storm,,,2632.67,121.0,99.73,W00137
Southern Water,CHICKENHALL EASTLEIGH WTW,COPA/5571,Settled Storm,,,848.88,58.0,99.89,A00154
Southern Water,CHIDDINGFOLD WTW,A1131/S/01,Settled Storm,,,1420.97,85.0,98.62,A01131
Southern Water,CHIDDINGSTONE CAUSEWAY WPS,A241/K/89,Storm,,,131.92,17.0,99.95,A00241
Southern Water,CHIDDINGSTONE CAUSEWAY WPS,A241/K/89,Emergency,,,0.0,0.0,99.95,A00241
Southern Water,CHIDHAM WPS,A1248/S/05,Storm,,,0.0,0.0,95.13,A01248
Southern Water,CHIDHAM WPS,PP(A)38/291/S156/79,Emergency,,,0.0,0.0,95.13,W00451
Southern Water,CHILBOLTON WTW,71,Settled Storm,,,0.0,0.0,99.95,W00246
Southern Water,CHRISTCHURCH ROAD ASHFORD CSO,A388/K/89,Storm,,,12.17,9.0,100.0,A00388
Southern Water,CHURCH LANE BOTLEY WPS,A1423/H/06,Storm,,,0.0,0.0,95.19,A01423
Southern Water,CHURCH LANE BOTLEY WPS,A1423/H/06 ,Emergency,,,0.0,0.0,95.19,A01423
Southern Water,CHURCH LANE BOTLEY WPS,PP(A)38/113/H38/78,Emergency,,,3.35,2.0,95.19,W00295
Southern Water,CHURCH ROAD SELSEY CSO,A1247/S/05,Storm,,,0.0,0.0,46.6,Monitor issue now resolved A01247
Southern Water,CHURCHFIELD WAY WYE WPS,A00267 ,Storm,,,18.95,5.0,98.59,A00267
Southern Water,CHURCHFIELD WAY WYE WPS,A00267 ,Emergency,,,0.0,0.0,98.59,A00267
Southern Water,CINQUE PORTS WAY HASTINGS WPS,A 795/S/P/97 ,Emergency,,,0.0,0.0,96.59,A00795
Southern Water,CINQUE PORTS WAY HASTINGS WPS,A794/S/P/97,Emergency,,,2.04,1.0,96.59,A00794
Southern Water,CINQUE PORTS WAY HASTINGS WPS,A793/S/P/97,Settled Storm,,,1.82,3.0,99.8,A00793
Southern Water,CINQUE PORTS WAY HASTINGS WPS,A793/S/P/97,Emergency,,,0.0,0.0,99.8,A00793
Southern Water,CINQUE PORTS WAY HASTINGS WPS,A 795/S/P/97,Storm,,,0.0,0.0,99.8,A00795
Southern Water,CINQUE PORTS WAY HASTINGS WPS,A 795/S/P/97,Emergency,,,0.0,0.0,99.8,A00795
Southern Water,CLAYHALL WPS,A345/H/89,Emergency,,,0.0,0.0,99.59,A00345
Southern Water,CLIFF END SEAFORD WPS,A1231/S/04,Storm,,,0.0,0.0,0.0,"Unable to determine, resolution being investigated A01231"
Southern Water,CLIFF END SEAFORD WPS,A1231/S/04,Emergency,,,0.0,0.0,0.0,"Unable to determine, resolution being investigated A01231"
Southern Water,CLIMPING STREET CLIMPING WPS,A1177/S/02,Storm,,,0.0,0.0,96.82,A01177
Southern Water,CLIMPING STREET CLIMPING WPS,A1777/S/02,Emergency,,,0.0,0.0,96.82,A01177
Southern Water,CLOVER STREET CHATHAM CSO,A926/K/99,Storm,,,85.19,43.0,99.72,A00926
Southern Water,COASTGUARD LANE FRESHWATER BAY WPS,A224/IOW/89,Storm,,,35.45,10.0,99.99,A00224
Southern Water,COASTGUARD LANE FRESHWATER BAY WPS,A224/IOW/89,Emergency,,,0.0,0.0,99.99,A00224
Southern Water,COBHAM STREET GRAVESEND CSO,S/WR29,Storm,,,1.55,4.0,99.99,CASM.0029
Southern Water,COCKSHOT FARM HAWKHURST NO 3 CSO,A1178/K/02,Storm,,,134.59,29.0,100.0,A01178
Southern Water,COLDHARBOUR LANE HILDENBOROUGH REAR 30 CSO,A00415,Storm,,,0.0,0.0,0.0,"Signal or connection issue identified, resolution to follow A00415"
Southern Water,COLDHARBOUR LANE HILDENBOROUGH WPS,RP24/72,Storm,,,1264.48,85.0,100.0,A01475
Southern Water,COLDHARBOUR LANE HILDENBOROUGH WPS,RP24/72,Emergency,,,0.0,0.0,100.0,A01475
Southern Water,COLDWALTHAM WTW,62/4/75,Storm,,,0.0,0.0,99.91,W00379
Southern Water,COLLEGE CLOSE SANDOWN WPS,A987/IOW/99,Emergency,,,0.0,0.0,100.0,A00987
Southern Water,COLLEGE STREET PETERSFIELD CSO,A363/S/89,Storm,,,2.87,3.0,91.39,A00363
Southern Water,COLUMBINE WAY RUSTINGTON WPS,P7351/S/CH/98,Emergency,,,0.0,0.0,0.0,"Signal or connection issue identified, resolution to follow P07351"
Southern Water,COLWELL BAY WPS,A725/IOW/97,Storm,,,5.26,3.0,99.92,A00725
Southern Water,COLWELL BAY WPS,A725/IOW/97,Emergency,,,0.0,0.0,99.92,A00725
Southern Water,CONCORD AVENUE CHATHAM CSO,PP38/16,Storm,,,0.0,0.0,0.0,"Access issue, solution being deployed W00590"
Southern Water,CONSORT ROAD EASTLEIGH CSO,51/159,Storm,,,0.0,0.0,81.3,Monitor issue now resolved H01115
Southern Water,CONSTITUTION HILL CHATHAM CSO,A.1023/K/99,Storm,,,3.1,3.0,6.4,Comms issue now resolved A01023
Southern Water,COODEN BEACH BEXHILL SST,A746/S/P/97,Storm,,,28.98,4.0,99.72,A00746
Southern Water,COOKSBRIDGE WPS,A1203/S/03,Storm,,,266.25,33.0,100.0,A01203
Southern Water,COOKSBRIDGE WPS,A1203/S/03,Emergency,,,0.0,0.0,100.0,A01203
Southern Water,COOMBS HASTINGS WPS,A692/S/96,Storm,,,34.29,7.0,99.9,A00692
Southern Water,COOMBS HASTINGS WPS,A1189/S/03,Emergency,,,0.0,0.0,99.9,A01189
Southern Water,COOPERS GREEN WPS,A1097/S/99,Storm,,,41.29,7.0,99.84,A01097
Southern Water,COOPERS PLACE WORMLEY WPS,A1128/S/01,Storm,,,0.0,0.0,99.72,A01128
Southern Water,COOPERS PLACE WORMLEY WPS,A1128/S/01,Emergency,,,0.0,0.0,99.72,A01128
Southern Water,COPTHORNE ROAD DOMEWOOD WPS,A813/K/98,Storm,,,257.24,22.0,99.81,A00813
Southern Water,COPTHORNE ROAD DOMEWOOD WPS,A813/K/98,Emergency,,,3.73,1.0,99.81,A00813
Southern Water,CORPORATION STREET ROCHESTER NO 2 CSO,A967/K/99,Storm,,,0.0,0.0,99.76,A00967
Southern Water,CORPORATION STREET ROCHESTER WPS,A00243 ,Emergency,,,0.0,0.0,99.77,A00243
Southern Water,CORPORATION STREET ROCHESTER WPS,A00243 ,Storm,,,0.0,0.0,97.61,A00243
Southern Water,CORTIS AVENUE WORTHING CSO,A959/S/99,Storm,,,0.3,1.0,96.16,A00959
Southern Water,COTSWOLD WALK FAREHAM CSO,A978/H/99,Storm,,,0.0,0.0,100.0,A00978
Southern Water,COURT LANE COSHAM WPS,A657/H/93,Emergency,,,0.0,0.0,89.7,Comms issue now resolved A00657
Southern Water,COURT LANE COSHAM WPS,A657/H/93,Settled Storm,,,10.83,5.0,89.7,Comms issue now resolved A00657
Southern Water,COURT ROAD LEWES WPS,A1212/S/04,Storm,,,783.81,45.0,99.91,A01212
Southern Water,COURT ROAD LEWES WPS,A1212/S/04 ,Emergency,,,0.0,0.0,99.91,A01212
Southern Water,COURT STREET FAVERSHAM CSO,A.402/K/89,Storm,,,20.22,21.0,75.2,"Comms issue, solution being deployed A00402"
Southern Water,COUSLEY WOOD WPS,A277/S/89,Storm,,,122.09,20.0,98.66,A00277
Southern Water,COUSLEY WOOD WPS,A277/S/89,Emergency,,,22.02,2.0,98.66,A00277
Southern Water,COW LANE PORTCHESTER WPS,A1383/H/05,Storm,,,0.0,0.0,98.9,A01383
Southern Water,COW LANE PORTCHESTER WPS,A1383/H/05,Emergency,,,0.0,0.0,98.9,A01383
Southern Water,COWDEN WTW,COPA/2875,Settled Storm,,,288.63,43.0,99.62,W00024
Southern Water,COWFOLD WTW,A596/S/91,Storm,,,6.02,3.0,85.7,Comms issue now resolved W00356
Southern Water,COWFOLD WTW,A596/S/91,Settled Storm,,,318.71,26.0,85.7,Comms issue now resolved W00356
Southern Water,COWSTEAD LANE GILLINGHAM CEO,A136/K/87,Emergency,,,0.0,0.0,79.9,Monitor issue now resolved A00136
Southern Water,COWSTEAD LANE GILLINGHAM CEO,A00467,Storm,,,0.0,0.0,79.9,Monitor issue now resolved A00467
Southern Water,COWSTEAD LANE GILLINGHAM CEO,A136/K/87,Storm,,,2.71,8.0,100.0,A00136
Southern Water,COWSTEAD LANE GILLINGHAM CEO,A136/K/87,Storm,,,42.98,18.0,92.05,A00136
Southern Water,COWSTEAD LANE GILLINGHAM CEO,A136/K/87 ,Storm,,,72.31,33.0,99.34,A00136
Southern Water,COWSTEAD LANE GILLINGHAM CEO,A136/K/87,Storm,,,0.88,4.0,99.64,A00136
Southern Water,COWSTEAD LANE GILLINGHAM CEO,A136/K/87 ,Emergency,,,0.0,0.0,91.14,A00136
Southern Water,COWSTEAD LANE GILLINGHAM CEO,A00468 ,Storm,,,0.0,0.0,91.14,A00468
Southern Water,CRANBROOK WTW,RP7/70,Storm,,,0.0,0.0,100.0,W00497
Southern Water,CRANBROOK WTW,RP7/70,Settled Storm,,,772.95,69.0,94.73,W00497
Southern Water,CRAWLEY COURT GRAVESEND CSO,A113/K/87,Storm,,,44.37,50.0,83.8,Monitor issue now resolved A113/K/87
Southern Water,CRICKET SALTS RYE WPS,NPSWQD010089,Storm,,,271.97,55.0,96.93,NPSWQD010089
Southern Water,CRICKET SALTS RYE WPS,NPSWQD010089,Emergency,,,4.34,5.0,96.93,NPSWQD010089
Southern Water,CROFTON TITCHFIELD WPS,A877/H/99,Emergency,,,1.35,1.0,97.91,A00877
Southern Water,CROSS LANE EAST GRAVESEND CSO,S/WR11,Storm,,,375.08,89.0,98.57,CASM.0011
Southern Water,CROSS LANE WEST GRAVESEND CSO,S/WR5,Storm,,,27.08,22.0,84.0,Monitor issue now resolved CASM.0005
Southern Water,CROUCH FARM MAYFIELD WTW,RP10/70,Settled Storm,,,72.35,18.0,91.03,W00521
Southern Water,CROWHURST WPS,A1263/S/05,Emergency,,,20.75,2.0,78.8,"Comms issue, solution being deployed A01263"
Southern Water,CROWHURST WPS,PP(A)38/434/S169/79,Storm,,,130.1,18.0,78.8,"Comms issue, solution being deployed W00413"
Southern Water,CROWN QUAY LANE SITTINGBOURNE WPS,RP10/71,Storm,,,7.21,7.0,99.73,K02078
Southern Water,CUCKFIELD ROAD HURSTPIERPOINT 112 CSO,PP(A)38/273/S140/79,Storm,,,0.0,0.0,0.0,"Signal or connection issue identified, resolution to follow W00408"
Southern Water,CUCKFIELD ROAD HURSTPIERPOINT WPS,A575/S/90,Storm,,,92.47,24.0,97.96,A00575
Southern Water,CUCKFIELD ROAD HURSTPIERPOINT WPS,A575/S/90,Emergency,,,0.28,1.0,97.96,A00575
Southern Water,CURTISDEN GREEN GOUDHURST WPS,RP16/72,Storm,,,0.0,0.0,99.69,K02061
Southern Water,CURTISDEN GREEN GOUDHURST WPS,RP16/72,Emergency,,,16.79,6.0,99.69,K02061
Southern Water,CUXTON WPS,RP(T).5/61,Storm,,,18.9,13.0,98.36,W00551
Southern Water,CUXTON WPS,RP(T).5/61,Emergency,,,0.0,0.0,98.36,W00551
Southern Water,CYPRUS ROAD FAVERSHAM NO 3 CSO,A403/K/89,Storm,,,1.56,5.0,100.0,A00403
Southern Water,CYPRUS ROAD FAVERSHAM SWP,A840/K/98,Storm,,,0.0,0.0,53.7,"Monitor issue, solution being deployed A00840"
Southern Water,CYPRUS ROAD FAVERSHAM SWP,A840/K/98,Emergency,,,0.0,0.0,53.7,"Monitor issue, solution being deployed A00840"
Southern Water,DALLAWAY GARDENS EAST GRINSTEAD CSO,A1075/K/99,Storm,,,5.9,9.0,100.0,A01075
Southern Water,DAMBRIDGE WINGHAM WTW,RP19/70,Settled Storm,,,20.53,5.0,99.97,W00519
Southern Water,DANEHILL WTW,A617/S/91,Settled Storm,,,604.8,41.0,97.5,W00377
Southern Water,DENTON ISLAND NEWHAVEN WPS,PP(A)38/517/S293/83,Storm,,,0.0,0.0,96.06,N01459
Southern Water,DENTON ISLAND NEWHAVEN WPS,PP(A)38/517/S293/83,Emergency,,,0.0,0.0,96.06,N01459
Southern Water,DERINGWOOD DRIVE MAIDSTONE WPS,A1156/K/02,Storm,,,0.0,0.0,99.98,A01156
Southern Water,DERINGWOOD DRIVE MAIDSTONE WPS,A1156/K/02 ,Emergency,,,4.03,1.0,99.98,A01156
Southern Water,DIAL ROAD GILLINGHAM CSO,A00407 ,Storm,,,0.0,0.0,99.93,A00407
Southern Water,DIBLES ROAD WARSASH WPS,A381/H/89,Storm,,,0.0,0.0,96.26,A00381
Southern Water,DITCHLING WTW,75711,Settled Storm,,,663.58,51.0,76.9,"Comms issue, solution being deployed W00340"
Southern Water,DITTON WTW,COPA/2865,Settled Storm,,,0.0,0.0,99.95,W00022
Southern Water,DITTONS ROAD NO2 WPS,NPSWQD002642,Storm,,,449.82,45.0,98.01,NPSWQD002642
Southern Water,DITTONS ROAD NO2 WPS,NPSWQD002642,Emergency,,,73.94,4.0,98.01,NPSWQD002642
Southern Water,DOCK ROAD GILLINGHAM CSO,A393/K/89,Storm,,,35.68,30.0,99.09,A00393
Southern Water,DODNOR LANE NEWPORT CSO,PP(A)38/240/IOW27/79,Storm,,,139.91,14.0,99.96,W00173
Southern Water,DODNOR WPS,A1284/IOW/05,Emergency,,,2.68,3.0,99.69,A01284
Southern Water,DODNOR WPS,A1284/IOW/05,Storm,,,636.17,90.0,99.69,A01284
Southern Water,DOG KENNEL LANE CHARING CSO,A625/K/91,Storm,,,2.07,5.0,100.0,A00625
Southern Water,DOLPHIN ROAD SHOREHAM SST,A1002/S/P/99,Emergency,,,0.0,0.0,0.0,"Signal or connection issue identified, resolution to follow A01002"
Southern Water,DOVER PLACE ASHFORD CSO,A1152/K/01,Storm,,,28.49,20.0,99.95,A01152
Southern Water,DOWNES PARK TOTTON WPS,PP(A)38/374/H56/79,Emergency,,,0.0,0.0,99.7,W00282
Southern Water,DOWNES PARK TOTTON WPS,PP(A)38/374/H56/79,Storm,,,14.72,2.0,99.7,W00282
Southern Water,DROVE ROAD SHEERNESS WPS,A772/K/97,Storm,,,57.04,8.0,99.93,A00772
Southern Water,DROVE ROAD SHEERNESS WPS,A772/K/97,Emergency,,,0.44,1.0,99.93,A00772
Southern Water,DUNKIRK WPS,A1010/K/99,Emergency,,,0.0,0.0,0.0,"Signal or connection issue identified, resolution to follow A01010"
Southern Water,DURBAN ROAD BOGNOR CSO,A1259/S/05,Storm,,,0.0,0.0,100.0,A01259
Southern Water,DURLEY LANE DURLEY WPS,A1358/H/05,Storm,,,402.56,39.0,98.14,A01358
Southern Water,DURLEY LANE DURLEY WPS,A1358/H/05,Emergency,,,0.0,0.0,98.14,A01358
Southern Water,DYMCHURCH WTW,A039/K/87,Emergency,,,0.0,0.0,100.0,D00001
Southern Water,EAST BEACH ROAD SELSEY CSO,A510/S/89,Storm,,,0.0,0.0,100.0,A00510
Southern Water,EAST BOLDRE WTW,61/6,Settled Storm,,,591.16,38.0,99.95,W00250
Southern Water,EAST DEAN WTW,62/3/24,Settled Storm,,,18.68,9.0,99.98,W00329
Southern Water,EAST GRIMSTEAD WTW,PP(A)38/51/H15/76,Settled Storm,,,1084.81,82.0,97.08,W00313
Southern Water,EAST HOATHLY WTW,A1484/S/06,Settled Storm,,,415.54,41.0,99.95,A01484
Southern Water,EAST MEON WTW,48,Settled Storm,,,525.73,40.0,99.91,W00247
Southern Water,EAST STREET LITTLEHAMPTON CSO,A858/S/99,Storm,,,0.0,0.0,0.0,"Signal or connection issue identified, resolution to follow A00858"
Southern Water,EAST STREET SITTINGBOURNE CSO,A441/K/89,Storm,,,3.9,5.0,99.73,A00441
Southern Water,EAST WORTHING WTW,A1107/S/CH/99,Storm,,,0.0,0.0,99.39,A01107
Southern Water,EAST WORTHING WTW,A1107/S/CH/99,Emergency,,,0.0,0.0,99.39,A01107
Southern Water,EAST WORTHING WTW,A1107/S/CH/99,Storm,,,5.3,3.0,99.41,A01107
Southern Water,EAST WORTHING WTW,A1107/S/CH/99,Emergency,,,0.0,0.0,99.41,A01107
Southern Water,EASTBOURNE WTW,A1106/S/P/99,Storm,,,460.27,64.0,97.57,A01106
Southern Water,EASTBOURNE WTW,A1106/S/P/99,Storm,,,0.0,0.0,97.57,A01106
Southern Water,EASTBOURNE WTW,A1106/S/P/99,Emergency,,,0.0,0.0,97.57,A01106
Southern Water,EASTBOURNE WTW,A1106/S/P/99 ,Emergency,,,9.2,2.0,99.1,A01106
Southern Water,EASTBOURNE WTW,A1106/S/P/99,Storm,,,9.35,6.0,97.56,A01106
Southern Water,EASTBOURNE WTW,A1106/S/P/99,Emergency,,,12.25,7.0,97.56,A01106
Southern Water,EASTBOURNE WTW,A1106/S/P/99,Emergency,,,0.0,0.0,98.31,A01106
Southern Water,EASTCHURCH WTW,RP2/72,Settled Storm,,,70.52,10.0,100.0,W00512
Southern Water,EASTERN GARDENS SANDOWN WPS,A1108/IOW/99,Storm,,,0.68,1.0,99.93,A01108
Southern Water,EASTERN GARDENS SANDOWN WPS,A1108/IOW/99,Emergency,,,0.0,0.0,99.93,A01108
Southern Water,EBDENS HILL HASTINGS WPS,A1406/K/05,Storm,,,155.53,42.0,99.77,A01406
Southern Water,EBDENS HILL HASTINGS WPS,A1406/K/05,Emergency,,,0.0,0.0,99.77,A01406
Southern Water,EDDINGTON LANE HERNE BAY WPS,COPA/9383,Storm,,,15.87,3.0,99.29,A00031
Southern Water,EDDINGTON LANE HERNE BAY WPS,COPA/9383,Emergency,,,0.0,0.0,99.28,A00031
Southern Water,EDEN VALE DORMANS PARK WPS,A1220/K/04,Emergency,,,0.0,0.0,99.92,A01220
Southern Water,EDEN VALE EAST GRINSTEAD WTW,RP.14/70,Settled Storm,,,247.51,29.0,99.92,W00520
Southern Water,EDENBRIDGE WTW,A597/K/91,Settled Storm,,,515.43,41.0,92.38,A00528
Southern Water,EGGPIE LANE LEIGH CSO,PC(A)72/K20/76,Storm,,,147.29,30.0,100.0,W00582
Southern Water,EGYPT POINT COWES WPS,A635/IOW/92 ,Storm,,,7.3,3.0,95.0,A00635
Southern Water,EGYPT POINT COWES WPS,A635/IOW/92,Emergency,,,0.0,0.0,94.56,A00635
Southern Water,EIGHT ACRES ROMSEY CSO,A1296/H/05,Storm,,,0.0,0.0,81.9,Monitor issue now resolved A01296
Southern Water,ELIZABETH ROAD DOVER CSO,A661/K/93,Storm,,,172.48,30.0,99.54,A00661
Southern Water,ELMHURST ROAD FAREHAM CSO,A333/H/89,Storm,,,18.75,19.0,98.33,A00333
Southern Water,ELSON WPS,PP(A)38/408/H72/79/A,Emergency,,,0.0,0.0,100.0,W00263
Southern Water,EMPRESS ROAD DENTON CATCH CHAMBERS SST,S/WR6,Storm,,,53.26,22.0,100.0,CASM.0006
Southern Water,EMPRESS ROAD DENTON CATCH CHAMBERS SST,S/WR6 ,Storm,,,13.38,6.0,96.48,CASM.0006
Southern Water,EMPRESS ROAD DENTON CATCH CHAMBERS SST,S/WR6 ,Storm,,,1.64,3.0,100.0,CASM.0006
Southern Water,ENSFIELD ROAD LEIGH WPS,A00251 ,Storm,,,0.0,0.0,98.62,A00251
Southern Water,ENSFIELD ROAD LEIGH WPS,A00251 ,Emergency,,,0.0,0.0,98.62,A00251
Southern Water,ENSIGN PARK HAMBLE WPS,A1359/H/05,Storm,,,16.29,10.0,98.71,A01359
Southern Water,ENSIGN PARK HAMBLE WPS,A1359/H/05,Emergency,,,0.0,0.0,98.71,A01359
Southern Water,ESPLANADE BOGNOR CSO,A1403/S/05,Storm,,,0.0,0.0,0.0,Permit revoked in 2020 A01403
Southern Water,ESPLANADE COWES WPS,A984/IOW/99,Emergency,,,0.0,0.0,99.76,A00984
Southern Water,ESPLANADE COWES WPS,A1299/IOW/05,Storm,,,11.2,5.0,99.76,A01299
Southern Water,ESPLANADE SEAVIEW WPS,A766/IOW/97,Storm,,,0.32,1.0,99.9,A00766
Southern Water,ESPLANADE SEAVIEW WPS,A766/IOW/97,Emergency,,,3.32,1.0,99.9,A00766
Southern Water,EWHURST LANE NORTHIAM WPS,A628/K/91,Storm,,,300.33,34.0,100.0,A00628
Southern Water,EWHURST LANE NORTHIAM WPS,A628/K/91,Emergency,,,4.68,2.0,100.0,A00628
Southern Water,FAIRLEE ROAD NEWPORT OUTSIDE 62 CSO,NPSWQD003785,Storm,,,109.53,60.0,99.77,NPSWQD003785
Southern Water,FAIRLEE TRANSFER WPS,NPSWQD000451,Storm,,,1166.75,88.0,95.29,NPSWQD000451
Southern Water,FAIRLEE TRANSFER WPS,A851/IOW/98,Emergency,,,0.81,1.0,100.0,A00851
Southern Water,FAIRLIGHT WTW,RP16/62,Settled Storm,,,426.25,49.0,95.35,W00545
Southern Water,FAIRPLACE HILL BURGESS HILL WPS,A577/S/90,Emergency,,,0.0,0.0,99.76,A00577
Southern Water,FAIRPLACE HILL BURGESS HILL WPS,A577/S/90,Storm,,,166.83,34.0,99.76,A00577
Southern Water,FAIRTHORNE MANOR WPS,A1384/H/05,Storm,,,32.82,4.0,94.23,A01384
Southern Water,FAIRTHORNE MANOR WPS,A1384/H/05 ,Emergency,,,1.53,2.0,94.23,A01384
Southern Water,FAIRTHORNE MANOR WPS,PC(A)75/H24/76,Emergency,,,0.0,0.0,94.23,W00307
Southern Water,FAREHAM ROAD GOSPORT OUTSIDE 359 CSO,61/237/205,Storm,,,108.31,30.0,100.0,H01635
Southern Water,FAREHAM ROAD GOSPORT OUTSIDE 68 CSO,A1361/H/05,Storm,,,53.7,5.0,99.99,A01361
Southern Water,FAREHAM ROAD WICKHAM WPS,A1309/H/05,Storm,,,330.54,30.0,54.8,Monitor issue now resolved A01309
Southern Water,FAREHAM ROAD WICKHAM WPS,A1309/H/05 ,Emergency,,,0.0,0.0,54.8,Monitor issue now resolved A01309
Southern Water,FAREHAM ROAD WICKHAM WPS,51/123,Emergency,,,0.0,0.0,54.8,Monitor issue now resolved H01097
Southern Water,FARHALLS CRESCENT HORSHAM CSO,62/1/1360,Storm,,,101.71,19.0,100.0,N02115
Southern Water,FAVERSHAM WTW,RP11/72,Settled Storm,,,15.23,2.0,100.0,W00511
Southern Water,FELBRIDGE WTW,PP(A)38/479/K108/82,Storm,,,315.71,28.0,99.99,W00564
Southern Water,FELRIDE HAYWARDS HEATH CSO,A1426/S/05,Storm,,,53.67,15.0,67.8,"Monitor issue, solution being deployed A01426"
Southern Water,FERNDALE ROAD GILLINGHAM CSO,A1315/K/05,Storm,,,0.87,4.0,55.6,Monitor issue now resolved A01315
Southern Water,FERNHILL CLOSE CRAWLEY DOWN OUTSIDE 10 CSO,A1066/K/99,Storm,,,79.5,10.0,88.6,Monitor issue now resolved A01066
Southern Water,FERNHURST WTW,A1122/S/00,Settled Storm,,,394.15,34.0,92.51,A01122
Southern Water,FERNHURST WTW,62/1/1080 ,Settled Storm,,,133.83,14.0,92.51,W00352
Southern Water,FERRY HILL WINCHELSEA WTW,RP17/63/12/56,Settled Storm,,,47.5,14.0,98.43,W00560
Southern Water,FIELD END GARDEN ASHFORD OUTSIDE 7 CSO,A1328/K/05,Storm,,,73.72,15.0,91.44,A01328
Southern Water,FIRE STATION LANE BEAULIEU WPS,PP(A)38/535/H126/84,Emergency,,,0.0,0.0,99.83,W00215
Southern Water,FIRE STATION LANE BEAULIEU WPS,PP(A)38/535/H126/84,Storm,,,17.53,2.0,99.83,W00215
Southern Water,FISHBOURNE LANE FISHBOURNE IOW WPS,PP(A)38/332/IOW61/79,Storm,,,0.0,0.0,99.43,W00199
Southern Water,FISHBOURNE LANE FISHBOURNE IOW WPS,PP(A)38/332/IOW61/79,Emergency,,,0.0,0.0,99.43,W00199
Southern Water,FISHBOURNE LANE RYDE CSO,A1087/IOW/99,Storm,,,73.01,16.0,99.43,A01087
Southern Water,FISHERS POND WPS,51/174/4,Emergency,,,0.0,0.0,97.45,H01124
Southern Water,FISHERY LANE HAYLING ISLAND NO 2 WPS,A355/H/89,Storm,,,1.04,1.0,99.85,A00355
Southern Water,FISHERY LANE HAYLING ISLAND NO 2 WPS,A355/H/89,Emergency,,,0.0,0.0,99.85,A00355
Southern Water,FISHMARKET ROAD RYE CEO,A1463/K/06,Storm,,,10.57,1.0,55.03,Monitor issue now resolved A01463
Southern Water,FITTLEWORTH WTW,PP(A)38/58/S16,Settled Storm,,,3112.34,151.0,99.74,W00468
Southern Water,FLEXFORD LANE SWAY WTW,PP(A)38/449/H99/80,Settled Storm,,,1140.05,87.0,99.96,W00244
Southern Water,FLOATING BRIDGE COWES CSO,A1455/IOW/07,Storm,,,0.51,1.0,0.0,"Unable to determine, resolution being investigated A01455"
Southern Water,FLORENCE FARM GROOMBRIDGE WPS,A830/K/98,Emergency,,,5.53,1.0,98.54,A00830
Southern Water,FLORENCE FARM GROOMBRIDGE WPS,A1499/K/07,Settled Storm,,,549.17,49.0,98.54,A01499
Southern Water,FLOWERS BROOK VENTNOR WPS,A701/IOW/96,Storm,,,2.0,1.0,91.06,A00701
Southern Water,FLOWERS BROOK VENTNOR WPS,A701/IOW/96,Emergency,,,11.12,1.0,91.06,A00701
Southern Water,FOADS HILL CLIFFS END CSO,A430/K/89,Storm,,,0.0,0.0,99.8,A00430
Southern Water,FOADS LANE RAMSGATE WPS,A102/K/87,Storm,,,37.96,17.0,99.76,A00102
Southern Water,FOADS LANE RAMSGATE WPS,A102/K/87,Emergency,,,0.0,0.0,99.76,A00102
Southern Water,FOLKESTONE JUNCTION WPS,A661/K/93,Storm,,,0.0,0.0,99.54,A00661
Southern Water,FOLKESTONE JUNCTION WPS,A661/K/93,Emergency,,,0.0,0.0,99.54,A00661
Southern Water,FOLKESTONE JUNCTION WPS,A661/K/93,Storm,,,68.5,15.0,91.0,A00661
Southern Water,FOLKESTONE JUNCTION WPS,A661/K/93,Emergency,,,38.19,3.0,91.0,A00661
Southern Water,FOLKESTONE ROAD DOVER CSO,A718/K/96,Storm,,,0.0,0.0,99.92,A00718
Southern Water,FORD ROAD ARUNDEL WPS,A57/S/87,Emergency,,,0.0,0.0,78.53,Comms issue now resolved D00019
Southern Water,FORD ROAD ARUNDEL WPS,A57/S/87,Storm,,,170.45,35.0,78.53,Comms issue now resolved D00019
Southern Water,FORDCOMBE WTW,A1201/K/03,Storm,,,264.79,48.0,99.98,A01201
Southern Water,FORDWICH ROAD STURRY WPS,NPSWQD000449 ,Storm,,,60.32,9.0,98.83,NPSWQD000449
Southern Water,FORDWICH ROAD STURRY WPS,NPSWQD000449 ,Emergency,,,4.73,1.0,98.83,NPSWQD000449
Southern Water,FOREST GREEN WPS,A627/S/91,Emergency,,,0.0,0.0,0.0,"Signal or connection issue identified, resolution to follow A00627"
Southern Water,FOREST ROW WPS,A1340/K/05,Storm,,,0.0,0.0,0.0,"Signal or connection issue identified, resolution to follow A01340"
Southern Water,FOREST ROW WTW,COPA/129,Settled Storm,,,842.17,50.0,99.46,W00041
